"","ID","Timestamp","Trial","counterbalance","phase","description_stop","paired_vid","onset","offset","description_content","importance","time","tag","vidpath","Datastring","test_trial"
"60","1012",1712152713147,"8","3","practice","1","2",12,33,"the cows aren't sure if the surface on the water is a crocodile or a rock. the cows disagree and try to poke it etc to see if it moves. it didn't so one of the cows got onto it",5,5,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 3, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""the cows aren't sure if the surface on the water is a crocodile or a rock. the cows disagree and try to poke it etc to see if it moves. it didn't so one of the cows got onto it"", ""importance"": ""5"", ""time"": 74939, ""tag"": ""prac_segB_desc""}","description"
"66","1013",1715012345184,"8","5","practice","1","2",12,33,"They threw a rock to see if it is an alligator then poked it with a stick and splashed water on it. Finally, one of them stepped on the alligator.",5,5,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 5, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""They threw a rock to see if it is an alligator then poked it with a stick and splashed water on it. Finally, one of them stepped on the alligator."", ""importance"": ""5"", ""time"": 71396, ""tag"": ""prac_segB_desc""}","description"
"72","1014",1713886696540,"8","6","practice","1","2",12,33,"One of the yaks stood on the object in the water to determine whether it was a log or something else.",6,6,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 6, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""One of the yaks stood on the object in the water to determine whether it was a log or something else."", ""importance"": ""6"", ""time"": 61236, ""tag"": ""prac_segB_desc""}","description"
"77","1015",1714588185638,"8","2","practice","1","2",12,33,"Two buffalos stare at something in the water.They're trying to figure out if its a crocodile or log. One of them pokes it with a stick then hops onto it.",7,7,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 2, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""Two buffalos stare at something in the water.They're trying to figure out if its a crocodile or log. One of them pokes it with a stick then hops onto it."", ""importance"": ""7"", ""time"": 66238, ""tag"": ""prac_segB_desc""}","description"
"83","1016",1712674260418,"8","2","practice","1","2",12,33,"There are two characters, both of them are wildebeest. They are by a watering hole looking for a drink. On the edge of the water, they spot a shape. Whilst one wildebeest believes it to be a dangerous crocodile, the other thinks it is just a log. They have different thoughts and they have an argument, involving poking of the log shape to see if it moves.",5,5,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 2, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""There are two characters, both of them are wildebeest. They are by a watering hole looking for a drink. On the edge of the water, they spot a shape. Whilst one wildebeest believes it to be a dangerous crocodile, the other thinks it is just a log. They have different thoughts and they have an argument, involving poking of the log shape to see if it moves."", ""importance"": ""5"", ""time"": 98455, ""tag"": ""prac_segB_desc""}","description"
"89","1017",1712757932766,"8","8","practice","1","2",12,33,"Two oxen are standing by a lake and are debating whether a large lump surfacing above the water is a crocodile or a harmless log. One of the oxes jumps onto the mound at the end.",5,5,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 8, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""Two oxen are standing by a lake and are debating whether a large lump surfacing above the water is a crocodile or a harmless log. One of the oxes jumps onto the mound at the end."", ""importance"": ""5"", ""time"": 61620, ""tag"": ""prac_segB_desc""}","description"
"94","1018",1712672387843,"8","0","practice","1","2",12,33,"The animals on the bank were testing out the object in the water to see if it was a crocodile or a branch. The object doesn't react and at the end one of the animals jumps onto it.",7,7,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 0, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""The animals on the bank were testing out the object in the water to see if it was a crocodile or a branch. The object doesn't react and at the end one of the animals jumps onto it."", ""importance"": ""7"", ""time"": 67149, ""tag"": ""prac_segB_desc""}","description"
"100","1020",1714396527034,"8","0","practice","1","2",12,33,"the 2 wildebeest are still disagreeing whether it is a log or a crocodile. the one that things it is a crocdile first throws a stone at it, no reaction; then prods it with a stick, it bobs in the water; then jumps on it...",7,7,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 0, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""the 2 wildebeest are still disagreeing whether it is a log or a crocodile. the one that things it is a crocdile first throws a stone at it, no reaction; then prods it with a stick, it bobs in the water; then jumps on it..."", ""importance"": ""7"", ""time"": 84235, ""tag"": ""prac_segB_desc""}","description"
"106","1021",1715105753170,"8","7","practice","1","2",12,33,"Two animated water buffalo are at the side of some water. They see an object in the water that looks like a log. One water buffalo thinks that it is a crocodile but the other thinks it is a log. They think through pictures in speech bubbles. The buffalo that thinks it is a crocodile flicks water on to the \log\, pokes it with a stick and throws stones at it but it does not move. He them jumps onto the \log\.",5,5,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 7, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""Two animated water buffalo are at the side of some water. They see an object in the water that looks like a log. One water buffalo thinks that it is a crocodile but the other thinks it is a log. They think through pictures in speech bubbles. The buffalo that thinks it is a crocodile flicks water on to the \""log\"", pokes it with a stick and throws stones at it but it does not move. He them jumps onto the \""log\""."", ""importance"": ""5"", ""time"": 100656, ""tag"": ""prac_segB_desc""}","description"
"111","1022",1715018685997,"8","6","practice","1","2",12,33,"There are two yaks standing on the edge of a body of water. They are arguing about whether the item floating close to the shore is an alligator or a log. One yak thinks it's an alligator, so it threw a rock at it. The item didn't move. Then, they poked it with a stick and it still didn't move. Then, they splashed it with water and it still didn't move. The yak jumped on the item and was standing on top of it floating in the water. ",5,5,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 6, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""There are two yaks standing on the edge of a body of water. They are arguing about whether the item floating close to the shore is an alligator or a log. One yak thinks it's an alligator, so it threw a rock at it. The item didn't move. Then, they poked it with a stick and it still didn't move. Then, they splashed it with water and it still didn't move. The yak jumped on the item and was standing on top of it floating in the water. "", ""importance"": ""5"", ""time"": 107872, ""tag"": ""prac_segB_desc""}","description"
"116","1023",1712772389333,"8","5","practice","1","2",12,33,"The buffalo can't agree if the bump in the water is an alligator or a log.  They throw a rock at it, poke it with a stick, and splash water on it.  ",6,6,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 5, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""The buffalo can't agree if the bump in the water is an alligator or a log.  They throw a rock at it, poke it with a stick, and splash water on it.  "", ""importance"": ""6"", ""time"": 40645, ""tag"": ""prac_segB_desc""}","description"
"122","1024",1698331726148,"8","6","practice","1","2",12,33,"The two wildebeast continue to argue over whether or not the object in the water is either an alligator or a log. The wildebeast claiming it's an alligator tosses a rock at the object, prods it with a stick, and finally steps on the object after the object doesn't move after the provocations.",6,6,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 6, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""The two wildebeast continue to argue over whether or not the object in the water is either an alligator or a log. The wildebeast claiming it's an alligator tosses a rock at the object, prods it with a stick, and finally steps on the object after the object doesn't move after the provocations."", ""importance"": ""6"", ""time"": 94506, ""tag"": ""prac_segB_desc""}","description"
"127","1025",1698251197932,"8","5","practice","1","2",12,33,"The buffalo who thinks it is a crocodile throws a rock at the object in the water. The object does not move. The other buffalo says its a log. The first buffalo still says no it's a crocodile. That buffalo now pokes it with a stick. It does not move. The other buffalo says again that it is a log. The first buffalo still says no it's a crocodile. That buffalo splashes at the thing and then jumps onto it. It still doesn't move.",6,6,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 5, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""The buffalo who thinks it is a crocodile throws a rock at the object in the water. The object does not move. The other buffalo says its a log. The first buffalo still says no it's a crocodile. That buffalo now pokes it with a stick. It does not move. The other buffalo says again that it is a log. The first buffalo still says no it's a crocodile. That buffalo splashes at the thing and then jumps onto it. It still doesn't move."", ""importance"": ""6"", ""time"": 157395, ""tag"": ""prac_segB_desc""}","description"
"133","1026",1698251086236,"8","1","practice","1","2",12,33,"The cattle are trying to work out if the item in the river is a log or a crocodile/alligator. One pokes it with a stick, and then stands on it.",6,6,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 1, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""The cattle are trying to work out if the item in the river is a log or a crocodile/alligator. One pokes it with a stick, and then stands on it."", ""importance"": ""6"", ""time"": 60547, ""tag"": ""prac_segB_desc""}","description"
"139","1027",1698331822236,"8","4","practice","1","2",12,33,"The 2 bison are communicating wether the object in the water is a crocodile or a log. One of the bison picks up a stick and prods the object. As it doesnt move he then splashes the object with water. As it still doesnt move he then jumps on it.",7,7,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 4, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""The 2 bison are communicating wether the object in the water is a crocodile or a log. One of the bison picks up a stick and prods the object. As it doesnt move he then splashes the object with water. As it still doesnt move he then jumps on it."", ""importance"": ""7"", ""time"": 133764, ""tag"": ""prac_segB_desc""}","description"
"145","1028",1698332068940,"8","2","practice","1","2",12,33,"There were two moose like creatures stood at the edge of a body of water, visible in the water was a mound, they looked to be trying to decide if the mound was a log or crocodile. They debated this and images appeared above their heads as one thought crocodile and the other shook it's head and the image of a twig appeared. They were curious and invesgiated further first by chucking a small stone to try and raise the potential croc and then one moose jumped on its back with it's two front legs.",5,5,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 2, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""There were two moose like creatures stood at the edge of a body of water, visible in the water was a mound, they looked to be trying to decide if the mound was a log or crocodile. They debated this and images appeared above their heads as one thought crocodile and the other shook it's head and the image of a twig appeared. They were curious and invesgiated further first by chucking a small stone to try and raise the potential croc and then one moose jumped on its back with it's two front legs."", ""importance"": ""5"", ""time"": 177934, ""tag"": ""prac_segB_desc""}","description"
"151","1029",1698251469508,"8","7","practice","1","2",12,33,"Two buffalos went to the river to drink water but they got there and were so undecisive when they were about to drink water. Reason being that there was a big wood in the river in front of where they wanted to drink and ended up arguing if that was a wood or a crocodile until they checked.",6,6,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 7, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""Two buffalos went to the river to drink water but they got there and were so undecisive when they were about to drink water. Reason being that there was a big wood in the river in front of where they wanted to drink and ended up arguing if that was a wood or a crocodile until they checked."", ""importance"": ""6"", ""time"": 215383, ""tag"": ""prac_segB_desc""}","description"
"156","1030",1698331755058,"8","8","practice","1","2",12,33,"The animals on the shore are still arguing about whether the object in the water is a crocodile or a log. The animal that believes it is a crocodile throws a rock at it, argues, pokes it with a stick, argues, splashes it with water, argues, and eventually climbs on the object all while the object does not move. ",6,6,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 8, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""The animals on the shore are still arguing about whether the object in the water is a crocodile or a log. The animal that believes it is a crocodile throws a rock at it, argues, pokes it with a stick, argues, splashes it with water, argues, and eventually climbs on the object all while the object does not move. "", ""importance"": ""6"", ""time"": 75718, ""tag"": ""prac_segB_desc""}","description"
"161","1031",1713200794044,"8","2","practice","1","2",12,33,"The bison on the left kept telling the bison on the right it was an alligator and after a bit back and forth, the alligator that thought it was an alligator poked a stick at it and splashed water, then went on top of it. ",7,7,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 2, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""The bison on the left kept telling the bison on the right it was an alligator and after a bit back and forth, the alligator that thought it was an alligator poked a stick at it and splashed water, then went on top of it. "", ""importance"": ""7"", ""time"": 50381, ""tag"": ""prac_segB_desc""}","description"
"167","1032",1712758111764,"8","0","practice","1","2",12,33,"The wildebeest continued to argue over what the floating object was. The first wildebeest prodded the object with stick, threw a stone at it and then stood on its back, all the while arguing it was a crocodile. The second wildebeest continually said it was a log.",7,7,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 0, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""The wildebeest continued to argue over what the floating object was. The first wildebeest prodded the object with stick, threw a stone at it and then stood on its back, all the while arguing it was a crocodile. The second wildebeest continually said it was a log."", ""importance"": ""7"", ""time"": 213827, ""tag"": ""prac_segB_desc""}","description"
"173","1033",1701964467233,"8","4","practice","1","2",12,33,"The cow that was arguing that it is a log tried to prove it by first throwing a rock at it (it didn't move), then a branch, (it also didn't move) and now it's standing on it to try to prove it's a log.",5,5,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 4, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""The cow that was arguing that it is a log tried to prove it by first throwing a rock at it (it didn't move), then a branch, (it also didn't move) and now it's standing on it to try to prove it's a log."", ""importance"": ""5"", ""time"": 96298, ""tag"": ""prac_segB_desc""}","description"
"179","1036",1701961702876,"8","1","practice","1","2",12,33,"Two bulls (or were they buffalos?) were standing together, looking at some mystery object in a body of water. One of the two bulls described the mystery object as an alligator. The other disagreed, saying that it was a log. They continued to argue over this topic, when finally one the bulls (the one who claimed alligator) poked it with a stick. No movement from the object. The other essentially said, \that's because it's a log.\ The other one began to tread upon the mystery object, still no movement. \It's a log,\ the other one said. Finally, the bull climbed up on top of the object. ",4,4,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 1, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""Two bulls (or were they buffalos?) were standing together, looking at some mystery object in a body of water. One of the two bulls described the mystery object as an alligator. The other disagreed, saying that it was a log. They continued to argue over this topic, when finally one the bulls (the one who claimed alligator) poked it with a stick. No movement from the object. The other essentially said, \""that's because it's a log.\"" The other one began to tread upon the mystery object, still no movement. \""It's a log,\"" the other one said. Finally, the bull climbed up on top of the object. "", ""importance"": ""4"", ""time"": 292673, ""tag"": ""prac_segB_desc""}","description"
"185","1037",1698331833350,"8","6","practice","1","2",12,33,"The animals continued arguing over whether the thing in the water was a stick or crocodile. To prove it one of them splashed water, poked it with a stick and splashed water at it. Then the one of them got on top of the crocodile. ",7,7,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 6, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""The animals continued arguing over whether the thing in the water was a stick or crocodile. To prove it one of them splashed water, poked it with a stick and splashed water at it. Then the one of them got on top of the crocodile. "", ""importance"": ""7"", ""time"": 127431, ""tag"": ""prac_segB_desc""}","description"
"190","1038",1698251333751,"8","3","practice","1","2",12,33,"There are two bulls standing on the edge of a body of water and they see something sticking out of it, one of the bulls thinks it is an alligator while the other believes it to be a wooden log. Due to their disagreement, the first bull throws a pebble at it to see if there is a reaction, but nothing happens. Next, the bull pokes at it with a wooden stick and nothing happens once again. Finally, the first bull creeps up to it and stands upon the mysterious object.",6,6,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 3, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""There are two bulls standing on the edge of a body of water and they see something sticking out of it, one of the bulls thinks it is an alligator while the other believes it to be a wooden log. Due to their disagreement, the first bull throws a pebble at it to see if there is a reaction, but nothing happens. Next, the bull pokes at it with a wooden stick and nothing happens once again. Finally, the first bull creeps up to it and stands upon the mysterious object."", ""importance"": ""6"", ""time"": 216887, ""tag"": ""prac_segB_desc""}","description"
"196","1039",1698331881760,"8","3","practice","1","2",12,33,"Two water buffalo are standing on the bank of a river and looking at an object in the water. One thinks its a crocodile and the other thinks its a log. The one who thinks its a crocodile tries to prove it by first kicking some water and it and then poking it with a stick whilst the other buffalo thinks its a log. Then the one who thinks its a crocodile jumps onto it.",5,5,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 3, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""Two water buffalo are standing on the bank of a river and looking at an object in the water. One thinks its a crocodile and the other thinks its a log. The one who thinks its a crocodile tries to prove it by first kicking some water and it and then poking it with a stick whilst the other buffalo thinks its a log. Then the one who thinks its a crocodile jumps onto it."", ""importance"": ""5"", ""time"": 151280, ""tag"": ""prac_segB_desc""}","description"
"202","1040",1698251456964,"8","6","practice","1","2",12,33,"The animal that initially thought there was a crocodile in the water seems to want to convince the other animal who thought what was in the water was a piece of wood. The crocodile thought animal tests his theory out by poking at the water and also climbs onto the crocodile back looking thing in the water to further test",6,6,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 6, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""The animal that initially thought there was a crocodile in the water seems to want to convince the other animal who thought what was in the water was a piece of wood. The crocodile thought animal tests his theory out by poking at the water and also climbs onto the crocodile back looking thing in the water to further test"", ""importance"": ""6"", ""time"": 179933, ""tag"": ""prac_segB_desc""}","description"
