"","ID","Timestamp","Trial","counterbalance","phase","description_stop","paired_vid","onset","offset","description_content","importance","time","tag","vidpath","Datastring","test_trial"
"24","1016",1698331628347,"8","5","practice","1","2",12,33,"One bison thinks the thing in the water is a crocodile, the other thinks it is a tree trunk. The one that thinks its a crocodile first threw a stone at it, then poked it with a stick, then threw water at it, and then jumped on top of it. ",5,5,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 5, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""One bison thinks the thing in the water is a crocodile, the other thinks it is a tree trunk. The one that thinks its a crocodile first threw a stone at it, then poked it with a stick, then threw water at it, and then jumped on top of it. "", ""importance"": ""5"", ""time"": 68968, ""tag"": ""prac_segB_desc""}","description"
"26","1018",1698253258746,"8","7","practice","1","2",12,33,"THE TWO ANIMALS WERE DEBATING WEATHER IT WAS A CROCODILE OR A  BRUNCH OF A TREE THEN THE OTHER ONE TOOK A STICK AND PICK THAT THING INSIDE THE WATER AND IT STILL DID NOT MOVE AND THEN ONE ANIMAL DECIDED TO JUMP ON TOP OF THAT THING INSIDE THE WATER",7,7,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 7, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""THE TWO ANIMALS WERE DEBATING WEATHER IT WAS A CROCODILE OR A  BRUNCH OF A TREE THEN THE OTHER ONE TOOK A STICK AND PICK THAT THING INSIDE THE WATER AND IT STILL DID NOT MOVE AND THEN ONE ANIMAL DECIDED TO JUMP ON TOP OF THAT THING INSIDE THE WATER"", ""importance"": ""7"", ""time"": 233346, ""tag"": ""prac_segB_desc""}","description"
"28","1019",1701961433073,"8","3","practice","1","2",12,33,"One of the bulls, said the floating object in the water was a log. The other bull said it was a crocodile, and begins to poke it with a stick to see. The object does not move so the bull who poked it jumps on it.",6,6,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 3, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""One of the bulls, said the floating object in the water was a log. The other bull said it was a crocodile, and begins to poke it with a stick to see. The object does not move so the bull who poked it jumps on it."", ""importance"": ""6"", ""time"": 80708, ""tag"": ""prac_segB_desc""}","description"
"31","1020",1701964380820,"8","7","practice","1","2",12,33,"a wildebeest is indicating to its friend (another wildebeest) that the object in the lake is a crocodile. the friend think it is a log. it then proceeds to poke to object and then jump on it to see if it really is a crocodile.",6,6,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 7, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""a wildebeest is indicating to its friend (another wildebeest) that the object in the lake is a crocodile. the friend think it is a log. it then proceeds to poke to object and then jump on it to see if it really is a crocodile."", ""importance"": ""6"", ""time"": 136907, ""tag"": ""prac_segB_desc""}","description"
"33","1021",1701961583923,"10","1","practice","1","2",12,33,"There were two bulls. The first one was trying to convince the second one that object floating is an alligator. First he throw a rock at it, then poked it with a stick. Then he jumped on top of it as the second bull was still thinking its a piece of wood",5,5,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 1, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""There were two bulls. The first one was trying to convince the second one that object floating is an alligator. First he throw a rock at it, then poked it with a stick. Then he jumped on top of it as the second bull was still thinking its a piece of wood"", ""importance"": ""5"", ""time"": 95464, ""tag"": ""prac_segB_desc""}","description"
"36","1022",1703345972730,"8","0","practice","1","2",12,33,"The ox on the left thinks the green thing in the water is a croc while the ox on the right think it is a log.  The ox on the left pokes the green thing and nothing happens.  That ox then slaps water on it and nothing happens.  That ox then jumps on the green thing.",7,7,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 0, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""The ox on the left thinks the green thing in the water is a croc while the ox on the right think it is a log.  The ox on the left pokes the green thing and nothing happens.  That ox then slaps water on it and nothing happens.  That ox then jumps on the green thing."", ""importance"": ""7"", ""time"": 54328, ""tag"": ""prac_segB_desc""}","description"
"39","1024",1698332166211,"8","5","practice","1","2",12,33,"The wildebeest both thought the thing was something different so the one who thought it was a crocodile decided to test out what it was. First he threw a rock at it, but it didn't move. Next he prodded it with a twig but still nothing happened. Then he splashed it with water - no response - so eventually he jumped on to it.",6,6,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 5, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""The wildebeest both thought the thing was something different so the one who thought it was a crocodile decided to test out what it was. First he threw a rock at it, but it didn't move. Next he prodded it with a twig but still nothing happened. Then he splashed it with water - no response - so eventually he jumped on to it."", ""importance"": ""6"", ""time"": 127838, ""tag"": ""prac_segB_desc""}","description"
"41","1025",1701962119424,"8","5","practice","1","2",12,33,"Two buffalos are on the river bank edge looking into the river at an object in the water. They are arguing with each other over what it is, is it a log or is it a crocodile. One of the buaffalos throws a stone at it and nothing happens, it then prods it with a stick and nothing happens and it then jumps on top of it but again nothing happens",6,6,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 5, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""Two buffalos are on the river bank edge looking into the river at an object in the water. They are arguing with each other over what it is, is it a log or is it a crocodile. One of the buaffalos throws a stone at it and nothing happens, it then prods it with a stick and nothing happens and it then jumps on top of it but again nothing happens"", ""importance"": ""6"", ""time"": 87109, ""tag"": ""prac_segB_desc""}","description"
"43","1027",1701964190567,"12","0","practice","1","2",12,33,"The first animal throws a stone, and then pokes the object with a stick, and nothing happens.  It then splashes the object with water and still nothing.  It then jumps onto the article.",7,7,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 0, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""The first animal throws a stone, and then pokes the object with a stick, and nothing happens.  It then splashes the object with water and still nothing.  It then jumps onto the article."", ""importance"": ""7"", ""time"": 50604, ""tag"": ""prac_segB_desc""}","description"
"46","1028",1702480302444,"8","7","practice","1","2",12,33,"Some animals were standing by the side of a river and what looked either an alligator or a log of wood was in the water. They were trying to determine which it was - they threw a stone at it, kicked some water at it. Eventually one of the animals jumped on to it.",5,5,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 7, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""Some animals were standing by the side of a river and what looked either an alligator or a log of wood was in the water. They were trying to determine which it was - they threw a stone at it, kicked some water at it. Eventually one of the animals jumped on to it."", ""importance"": ""5"", ""time"": 95740, ""tag"": ""prac_segB_desc""}","description"
"48","1029",1701964152200,"8","1","practice","1","2",12,33,"The animals continued debating whether it was a crocodile or wood and after some time one of the animals pointed and took a step.",3,3,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 1, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""The animals continued debating whether it was a crocodile or wood and after some time one of the animals pointed and took a step."", ""importance"": ""3"", ""time"": 107588, ""tag"": ""prac_segB_desc""}","description"
"51","1031",1712070335231,"8","0","practice","1","2",12,33,"The two buffalo are still arguing about whether it's a crocodile on the log. The one on the right, who thinks it's a crocodile throws a rock at it but there's no reaction. He still hasn't convinced the other buffalo it's not a log so he pokes it with a stick then splashes it with water. He eventually climbs on top of it, still telling the other that it's a crocodile",6,6,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 0, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""The two buffalo are still arguing about whether it's a crocodile on the log. The one on the right, who thinks it's a crocodile throws a rock at it but there's no reaction. He still hasn't convinced the other buffalo it's not a log so he pokes it with a stick then splashes it with water. He eventually climbs on top of it, still telling the other that it's a crocodile"", ""importance"": ""6"", ""time"": 109210, ""tag"": ""prac_segB_desc""}","description"
"54","1032",1712073628987,"8","7","practice","1","2",12,33,"Two water Bison were arguing weather an object which lay partially submersed in the water was an Alligator or a log. One Bison vehemently argued for Alligator and tried different means to prove itself, including throwing a stone at it, poking it with a stick, splashing water at it and even getting up on it standing on that mofo.",6,6,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 7, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""Two water Bison were arguing weather an object which lay partially submersed in the water was an Alligator or a log. One Bison vehemently argued for Alligator and tried different means to prove itself, including throwing a stone at it, poking it with a stick, splashing water at it and even getting up on it standing on that mofo."", ""importance"": ""6"", ""time"": 131923, ""tag"": ""prac_segB_desc""}","description"
"56","1033",1712585054263,"8","6","practice","1","2",12,33,"The two wildebeest standing at the shore are arguing over whether the object in the water is a crocodile or a log. One of them starts to poke the object with a stick to see if it reacts. When it doesn't it then starts to splash water on it. Again when it doesn't react, it puts its two front legs onto the object, but again there is no reaction. ",5,5,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 6, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""The two wildebeest standing at the shore are arguing over whether the object in the water is a crocodile or a log. One of them starts to poke the object with a stick to see if it reacts. When it doesn't it then starts to splash water on it. Again when it doesn't react, it puts its two front legs onto the object, but again there is no reaction. "", ""importance"": ""5"", ""time"": 144358, ""tag"": ""prac_segB_desc""}","description"
"58","1034",1701961383643,"8","4","practice","1","2",12,33,"two animals wait by a waterbank what looks like a log floats in front of them, one animal thinks it is a crocodile, the other just a log, one animal splashes it, pokes it with a stick and then jumps on it",6,6,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 4, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""two animals wait by a waterbank what looks like a log floats in front of them, one animal thinks it is a crocodile, the other just a log, one animal splashes it, pokes it with a stick and then jumps on it"", ""importance"": ""6"", ""time"": 74327, ""tag"": ""prac_segB_desc""}","description"
"60","1035",1701964109828,"8","4","practice","1","2",12,33,"The two animals continued to discuss if it was an alligator or a log. They threw a rock and it didn't move. They then splashed it with water and it still didn't move, but they couldn't agree. Once animal decided to climb onto it in the water.",6,6,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 4, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""The two animals continued to discuss if it was an alligator or a log. They threw a rock and it didn't move. They then splashed it with water and it still didn't move, but they couldn't agree. Once animal decided to climb onto it in the water."", ""importance"": ""6"", ""time"": 65829, ""tag"": ""prac_segB_desc""}","description"
"62","1036",1698256457596,"8","7","practice","1","2",12,33,"There are two wildebeests at a river bank having an argument. One wildebeest believes that the object that is half submerged in the river is a log, while the other believes that it is a crocodile. One of the wildebeests tries to verify the identity of the object by poking it with a stick, and the object does not move. They still have doubts, so one of them steps on the object. ",6,6,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 7, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""There are two wildebeests at a river bank having an argument. One wildebeest believes that the object that is half submerged in the river is a log, while the other believes that it is a crocodile. One of the wildebeests tries to verify the identity of the object by poking it with a stick, and the object does not move. They still have doubts, so one of them steps on the object. "", ""importance"": ""6"", ""time"": 234480, ""tag"": ""prac_segB_desc""}","description"
"64","1037",1698331931495,"8","0","practice","1","2",12,33,"the hippos are trying to workout if what in the water in a log to perch on or something dangerous like a crocadile ",5,5,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 0, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""the hippos are trying to workout if what in the water in a log to perch on or something dangerous like a crocadile "", ""importance"": ""5"", ""time"": 135889, ""tag"": ""prac_segB_desc""}","description"
"67","1040",1698332173228,"8","6","practice","1","2",12,33,"Two wildebeest are on a shoreline, they want to cross the river but are arguing about what they think a floating object is in the water. One of the wildebeest thinks it is a crocodile while another thinks it is just a log. They argue a little about which it might be. The wildebeest that thinks the object is a crocodile pokes the object with a stick and splashes it with some water, before putting its front hooves onto the object.",5,5,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 6, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""Two wildebeest are on a shoreline, they want to cross the river but are arguing about what they think a floating object is in the water. One of the wildebeest thinks it is a crocodile while another thinks it is just a log. They argue a little about which it might be. The wildebeest that thinks the object is a crocodile pokes the object with a stick and splashes it with some water, before putting its front hooves onto the object."", ""importance"": ""5"", ""time"": 175073, ""tag"": ""prac_segB_desc""}","description"
"69","1041",1701962281684,"8","7","practice","1","2",12,33,"The 2 buffalo were arguing over whether the object in the water as a log or a crocodile. One buffalo tried poking it with a stick, throwing a rock at it, splashing ot with water and stomping on it and nothing made it move.",7,7,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 7, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""The 2 buffalo were arguing over whether the object in the water as a log or a crocodile. One buffalo tried poking it with a stick, throwing a rock at it, splashing ot with water and stomping on it and nothing made it move."", ""importance"": ""7"", ""time"": 80936, ""tag"": ""prac_segB_desc""}","description"
"71","1043",1712153013666,"8","2","practice","1","2",12,33,"Two wildebeast are at the bank of a river ant there is something large floating in the river, One thinks the floating object is a crocodile while the other thinks its a log, One of the wildabeast throws a rock at the object and it doesent move, The same wildabeast then hits object with a stick and nothing happens, finally the wildabeast puts its front legs on the object and the video ends.",5,5,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 2, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""Two wildebeast are at the bank of a river ant there is something large floating in the river, One thinks the floating object is a crocodile while the other thinks its a log, One of the wildabeast throws a rock at the object and it doesent move, The same wildabeast then hits object with a stick and nothing happens, finally the wildabeast puts its front legs on the object and the video ends."", ""importance"": ""5"", ""time"": 288279, ""tag"": ""prac_segB_desc""}","description"
"74","1044",1698331847831,"8","0","practice","1","2",12,33,"Two cows are looking at an object. One think it is a crocodile, the other a log. They keep discussing this, then throw a stone at it. One cow then pokes it with a stick, and finally jumps on the object.",5,5,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 0, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""Two cows are looking at an object. One think it is a crocodile, the other a log. They keep discussing this, then throw a stone at it. One cow then pokes it with a stick, and finally jumps on the object."", ""importance"": ""5"", ""time"": 52027, ""tag"": ""prac_segB_desc""}","description"
"77","1045",1701961834589,"8","3","practice","1","2",12,33,"THE BULL THERE WAS TWO HE SAW A CROCODILE TAP IT FOOT THEN SAW A LOG CALLED TO THE OTHER BULL",4,4,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 3, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""THE BULL THERE WAS TWO HE SAW A CROCODILE TAP IT FOOT THEN SAW A LOG CALLED TO THE OTHER BULL"", ""importance"": ""4"", ""time"": 146170, ""tag"": ""prac_segB_desc""}","description"
"80","1046",1698331799984,"8","1","practice","1","2",12,33,"2 wildebeest are thinking about crossing a river but are hesitating. One of them thinks that there is a crocodile hiding in the river while the other thinks that it is simply a log. They are presently undecided about how to proceed.",6,6,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 1, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""2 wildebeest are thinking about crossing a river but are hesitating. One of them thinks that there is a crocodile hiding in the river while the other thinks that it is simply a log. They are presently undecided about how to proceed."", ""importance"": ""6"", ""time"": 150621, ""tag"": ""prac_segB_desc""}","description"
"83","1047",1701964998087,"8","5","practice","1","2",12,33,"the buffalo were discussing between themselves as to whether it was a log or a crocodile, as they were about to cross the river, the buffalo then stupidly hopped onto the crocodile.",7,7,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 5, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""the buffalo were discussing between themselves as to whether it was a log or a crocodile, as they were about to cross the river, the buffalo then stupidly hopped onto the crocodile."", ""importance"": ""7"", ""time"": 38878, ""tag"": ""prac_segB_desc""}","description"
"85","1048",1701964171487,"8","1","practice","1","2",12,33,"The first animal believes the thing in the water is an alligator, the second animal thinks it is a log. Animal 1 throws a rock at it with no reaction, then pokes it with a stick with no reaction, then flicks water on it. The animals still disagree what is in the water so the first animal climbs on to the thing in the water",5,5,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 1, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""The first animal believes the thing in the water is an alligator, the second animal thinks it is a log. Animal 1 throws a rock at it with no reaction, then pokes it with a stick with no reaction, then flicks water on it. The animals still disagree what is in the water so the first animal climbs on to the thing in the water"", ""importance"": ""5"", ""time"": 75334, ""tag"": ""prac_segB_desc""}","description"
